HOUSEHOLD,FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA
2821950,0,1,1,2,59,6,11,9,2,116
2821951,0,1,1,1,40,8,16,8,2,116
2821952,0,2,0,0,0,4,99,2,2,116
2821953,0,1,1,2,59,6,13,8,2,116
2821954,0,1,1,2,35,3,7,7,2,116
2821955,0,1,1,2,35,6,8,5,2,116
2821956,0,1,1,2,40,9,11,7,2,116
2821957,0,2,1,0,0,99,99,7,2,116
2821958,0,1,1,2,35,4,11,3,2,116
2821959,0,1,1,2,42,12,18,8,2,116
2821960,0,2,1,0,0,11,99,3,2,116
2821961,0,1,1,2,45,4,7,5,2,116
2821962,0,1,1,1,30,12,11,5,2,116
2821963,0,1,1,2,40,16,11,6,2,116
2821964,0,1,1,2,59,4,16,8,2,116
2821965,0,1,1,1,59,7,27,9,2,116
2821966,0,1,0,2,59,7,13,8,2,116
2821967,0,1,1,1,45,12,7,3,2,116
2821968,0,2,1,0,0,5,99,8,2,116
2821969,0,1,1,2,59,6,11,7,2,116
2821970,0,2,0,0,0,2,99,3,2,116
2821971,0,2,0,0,0,8,99,5,2,116
2821972,0,2,0,0,0,7,99,1,2,116
2821973,0,1,1,2,36,11,16,9,2,116
2821974,0,2,0,0,0,18,99,3,2,116
2821975,0,1,1,2,35,5,8,3,2,116
2821976,0,1,1,2,59,12,35,9,2,116
2821977,0,1,1,2,25,7,7,6,2,116
2821978,0,1,1,2,43,6,11,7,2,116
2821979,0,1,1,1,19,3,1,3,2,116
2821980,0,2,1,0,0,18,99,5,2,116
2821981,0,1,1,2,30,20,18,9,2,116
2821982,0,1,1,2,30,5,9,5,2,116
2821983,0,1,1,1,59,13,16,8,2,116
2821984,0,1,1,2,59,13,8,6,2,116
2821985,0,1,1,1,26,7,1,5,2,116
2821986,0,1,1,2,40,8,11,6,2,116
2821987,0,2,0,0,0,5,99,1,2,116
2821988,0,1,1,2,57,9,16,6,2,116
2821989,0,2,0,0,0,6,99,4,2,116
2821990,0,2,1,0,0,1,99,5,2,116
2821991,0,1,1,2,20,10,7,5,2,116
2821992,0,2,0,0,0,4,99,3,2,116
2821993,0,2,1,0,0,99,99,3,2,116
2821994,0,2,1,0,0,6,99,3,2,116
2821995,0,1,1,2,30,15,6,5,2,116
2821996,0,2,1,0,0,12,99,3,2,116
2821997,0,2,0,0,0,2,99,1,2,116
2821999,0,1,1,2,27,3,9,6,2,116
2822000,0,1,1,2,24,3,9,5,2,116
2822001,0,1,1,2,45,7,9,3,2,116
2822002,0,1,1,2,59,0,13,6,2,116
2822003,0,1,2,1,25,4,1,3,2,116
2822004,0,2,1,0,0,5,99,6,2,116
2822005,0,2,1,0,0,17,99,5,2,116
2822006,0,2,0,0,0,5,99,3,2,116
2822007,0,2,1,0,0,12,99,7,2,116
2822008,0,1,1,2,35,7,7,6,2,116
2822009,0,1,1,0,59,12,11,6,2,116
2822010,0,1,1,2,32,3,7,5,2,116
2822011,0,2,0,0,0,7,99,2,2,116
2822012,0,2,1,0,0,2,99,4,2,116
2822013,0,1,1,2,25,2,6,2,2,116
2822014,0,2,1,0,0,6,99,5,2,116
2822015,0,1,1,2,43,9,11,6,2,116
2822016,0,1,1,1,34,8,16,6,2,116
2822017,0,2,0,0,0,5,99,2,2,116
2822018,0,2,0,0,0,10,99,3,2,116
2822019,0,1,1,2,51,12,13,7,2,116
2822020,0,1,1,1,50,7,13,7,2,116
2822022,0,2,0,0,0,6,99,5,2,116
2822023,0,1,1,2,43,14,11,6,2,116
2822024,0,1,1,2,50,4,5,6,2,116
2822025,0,1,1,2,59,13,13,8,2,116
2822026,0,1,1,2,35,5,9,3,2,116
2822027,0,1,1,0,30,0,0,4,2,116
2822029,0,2,0,0,0,99,99,4,2,116
2822030,0,1,1,2,59,19,22,9,2,116
2822031,0,2,0,0,0,3,99,2,2,116
2822032,0,1,1,2,38,20,16,7,2,116
2822033,0,1,1,1,35,4,1,6,2,116
2822034,0,1,1,2,59,30,16,5,2,116
2822035,0,1,1,1,59,30,35,9,2,116
2822036,0,1,1,2,55,9,16,3,2,116
2822037,0,1,1,2,57,6,9,3,2,116
2822038,0,1,1,2,59,8,11,6,2,116
2822039,0,1,1,2,28,9,9,5,2,116
2822040,0,2,1,0,0,6,99,7,2,116
2822042,0,2,1,0,0,4,99,4,2,116
2822043,0,1,1,2,40,3,3,5,2,116
2822044,0,1,1,1,38,4,7,3,2,116
2822045,0,1,1,2,59,7,16,6,2,116
2822046,0,2,1,0,0,3,99,5,2,116
2822047,0,1,1,2,51,10,18,7,2,116
2822048,0,1,1,2,50,10,9,5,2,116
2822049,0,2,1,0,0,14,99,6,2,116
2822050,0,2,0,0,0,3,99,3,2,116
2822051,0,1,1,2,44,8,9,4,2,116
2822052,0,2,1,0,0,0,99,6,2,116
2822053,0,1,1,2,59,8,8,6,2,116
2822054,0,2,1,0,0,12,99,4,2,116
2822055,0,2,0,0,0,6,99,5,2,116
2822056,0,1,1,1,41,7,16,9,2,116
2822057,0,2,0,0,0,7,99,4,2,116
2822058,0,1,1,2,25,0,0,4,2,116
2822059,0,1,1,2,50,12,13,6,2,116
2822060,0,2,1,0,0,9,99,9,2,116
2822061,0,1,1,0,22,8,1,6,2,116
2822062,0,2,1,0,0,20,99,9,2,116
2822063,0,2,1,0,0,4,99,3,2,116
2822064,0,1,1,1,26,7,2,3,2,116
2822066,0,1,1,2,39,11,7,6,2,116
2822067,0,1,1,0,59,3,2,5,2,116
2822068,0,2,0,0,0,0,99,3,2,116
2822069,0,1,1,2,59,18,13,6,2,116
2822070,0,1,1,2,59,11,11,7,2,116
2822072,0,1,1,0,37,2,2,5,2,116
2822073,0,1,1,1,35,12,18,9,2,116
2822074,0,1,1,2,59,12,22,7,2,116
2822075,0,1,1,2,52,8,9,6,2,116
2822076,0,1,1,2,59,7,16,5,2,116
2822077,0,1,1,2,59,5,11,9,2,116
2822078,0,1,1,1,50,3,13,7,2,116
2822079,0,2,0,0,0,0,99,1,2,116
2822080,0,1,1,2,59,7,11,5,2,116
2822081,0,2,1,0,0,24,99,7,2,116
2822082,0,2,1,0,0,7,99,9,2,116
2822083,0,2,0,0,0,9,99,5,2,116
2822084,0,1,1,2,59,8,13,4,2,116
2822085,0,1,1,2,59,4,18,5,2,116
2822086,0,2,0,0,0,0,99,2,2,116
2822087,0,2,0,0,0,7,99,4,2,116
2822088,0,2,0,0,0,3,99,4,2,116
2822089,0,1,1,2,50,4,13,8,2,116
2822090,0,1,1,2,45,25,13,5,2,116
2822091,0,1,1,0,40,9,6,6,2,116
2822092,0,1,1,2,59,3,11,5,2,116
2822093,0,1,1,2,30,4,5,5,2,116
2822094,0,1,1,1,40,7,13,8,2,116
2822095,0,1,1,1,39,10,13,5,2,116
2822096,0,1,1,0,30,99,4,6,2,116
2822097,0,1,1,2,40,6,22,3,2,116
2822098,0,1,1,2,40,8,7,4,2,116
2822099,0,2,0,0,0,1,99,3,2,116
2822100,0,1,1,1,59,4,11,6,2,116
2822101,0,1,1,2,30,9,9,3,2,116
2822102,0,1,1,2,40,6,13,7,2,116
2822103,0,2,1,0,0,4,99,6,2,116
2822105,0,1,1,2,35,12,7,5,2,116
2822106,0,1,1,2,40,3,9,3,2,116
2822107,0,1,1,1,59,26,22,6,2,116
2822108,0,1,1,2,40,21,8,6,2,116
2822109,0,1,1,2,59,7,16,6,2,116
2822110,0,2,1,0,0,3,99,2,2,116
2822111,0,1,1,2,50,12,13,7,2,116
2822112,0,2,0,0,0,2,99,5,2,116
2822113,0,1,1,2,33,9,11,5,2,116
2822114,0,2,0,0,0,12,99,2,2,116
2822116,0,2,1,0,0,10,99,6,2,116
2822117,0,2,1,0,0,10,99,6,2,116
2822118,0,1,1,2,59,7,22,8,2,116
2822119,0,1,1,0,40,6,16,7,2,116
2822120,0,1,1,2,26,8,1,7,2,116
2822121,0,1,1,2,40,6,6,5,2,116
2822122,0,1,1,2,52,9,11,3,2,116
2822123,0,1,1,2,58,3,6,5,2,116
2822124,0,1,1,2,45,11,18,8,2,116
2822125,0,1,1,2,44,24,13,3,2,116
2822126,0,1,1,2,48,5,11,8,2,116
2822127,0,1,1,2,45,7,3,3,2,116
2822128,0,2,0,0,0,4,99,4,2,116
2822129,0,1,1,1,59,22,22,7,2,116
2822130,0,1,1,2,59,10,13,8,2,116
2822131,0,1,1,2,59,9,8,6,2,116
2822132,0,2,0,0,0,18,99,3,2,116
2822133,0,1,1,2,35,7,11,6,2,116
2822134,0,1,1,1,59,7,16,6,2,116
2822135,0,1,1,2,59,3,11,8,2,116
2822136,0,2,0,0,0,3,99,3,2,116
2822137,0,1,1,2,51,16,7,6,2,116
2822138,0,1,1,2,59,8,6,5,2,116
2822139,0,1,1,2,50,4,9,6,2,116
2822140,0,1,1,2,41,11,9,6,2,116
2822141,0,1,1,2,55,4,13,7,2,116
2822142,0,1,1,2,59,9,16,7,2,116
2822143,0,1,1,2,59,6,18,9,2,116
2822144,0,1,1,2,59,12,18,8,2,116
2822145,0,2,0,0,0,1,99,4,2,116
2822146,0,1,1,2,56,8,13,8,2,116
2822147,0,1,1,2,50,7,13,7,2,116
2822148,0,2,0,0,0,8,99,4,2,116
2822149,0,2,1,0,0,0,99,4,2,116
2822150,0,1,1,1,50,14,13,8,2,116
2822151,0,1,1,1,59,12,13,6,2,116
2822152,0,1,1,0,30,3,6,3,2,116
2822153,0,1,1,2,40,6,11,8,2,116
2822154,0,2,1,0,0,11,99,7,2,116
2822155,0,1,1,2,40,4,6,5,2,116
2822156,0,1,1,1,59,6,22,6,2,116
2822157,0,1,1,2,25,15,9,5,2,116
2822158,0,1,1,2,30,5,13,8,2,116
2822159,0,1,1,1,59,14,2,6,2,116
2822160,0,1,1,2,59,22,9,5,2,116
2822161,0,1,1,2,59,8,9,5,2,116
2822162,0,1,1,2,41,4,11,7,2,116
2822163,0,1,1,0,43,3,7,5,2,116
2822164,0,1,1,0,30,4,5,6,2,116
2822165,0,1,1,2,59,4,7,6,2,116
2822166,0,2,1,0,0,4,99,5,2,116
2822167,0,2,0,0,0,3,99,3,2,116
2822168,0,1,1,2,45,12,13,7,2,116
2822169,0,1,0,2,52,6,11,3,2,116
2822170,0,1,1,2,41,8,13,6,2,116
2822171,0,1,1,1,35,6,6,7,2,116
2822172,0,1,1,2,20,15,18,8,2,116
2822173,0,2,0,0,0,12,99,5,2,116
2822174,0,1,1,2,26,5,5,6,2,116
2822175,0,1,1,2,59,17,22,9,2,116
2822176,0,2,1,0,0,0,99,6,2,116
2822177,0,1,1,2,55,9,11,6,2,116
2822178,0,2,1,0,0,3,99,4,2,116
2822179,0,1,1,2,59,6,13,7,2,116
2822180,0,1,1,2,59,7,13,7,2,116
2822181,0,1,1,2,59,7,16,8,2,116
2822182,0,1,1,2,35,12,9,9,2,116
2822183,0,1,1,2,59,15,18,8,2,116
2822184,0,1,1,2,59,10,9,6,2,116
2822186,0,1,1,1,20,6,2,6,2,116
2822187,0,1,1,2,59,3,13,5,2,116
2822188,0,2,1,0,0,4,99,8,2,116
2822189,0,1,1,2,59,11,13,8,2,116
2822190,0,1,1,2,59,9,13,8,2,116
2822191,0,1,1,2,50,15,13,6,2,116
2822192,0,1,1,2,55,12,18,9,2,116
2822193,0,1,1,2,40,2,13,6,2,116
2822194,0,1,1,2,59,12,11,9,2,116
2822195,0,1,1,2,56,11,13,9,2,116
2822196,0,1,1,2,59,0,6,5,2,116
2822197,0,1,1,2,30,9,9,5,2,116
2822198,0,1,1,2,47,6,8,5,2,116
2822199,0,2,0,0,0,9,99,2,2,116
2822200,0,1,1,2,30,9,13,7,2,116
2822201,0,2,0,0,0,6,99,2,2,116
2822202,0,1,1,2,59,3,8,3,1,116
2822203,0,1,1,0,50,7,13,7,2,116
2822204,0,2,1,0,0,6,99,5,2,116
2822205,0,1,1,2,59,6,18,7,2,116
2822206,0,1,1,1,40,57,9,4,2,116
2822207,0,1,1,1,50,3,45,8,2,116
2822208,0,2,1,0,0,30,99,3,1,116
2822209,0,2,0,0,0,12,99,3,2,116
2822210,0,1,1,2,59,6,13,7,2,116
2822212,0,2,0,0,0,2,99,4,2,116
2822213,0,1,1,2,38,7,9,3,2,116
2822214,0,1,1,1,34,6,3,6,2,116
2822215,0,2,0,0,0,5,99,3,2,116
2822216,0,2,1,0,0,7,99,5,2,116
2822217,0,1,1,2,40,9,8,5,2,116
2822219,0,1,1,2,28,3,5,6,2,116
2822220,0,2,1,0,0,8,99,5,2,116
2822221,0,2,0,0,0,8,99,5,2,116
2822222,0,2,1,0,0,16,99,5,2,116
2822223,0,1,1,2,40,4,13,7,2,116
2822224,0,1,1,1,59,4,35,3,2,116
2822225,0,1,1,2,59,10,27,9,2,116
2822226,0,1,1,1,59,14,27,8,2,116
2822227,0,1,1,0,59,6,16,7,2,116
2822228,0,1,1,0,24,4,1,5,2,116
2822229,0,2,0,0,0,6,99,4,2,116
2822230,0,1,1,2,45,12,13,5,2,116
2822231,0,1,1,0,59,23,16,4,2,116
2822232,0,2,0,0,0,4,99,2,2,116
2822233,0,1,1,2,38,6,11,6,2,116
2822234,0,2,0,0,0,4,99,3,2,116
2822235,0,1,1,2,59,15,16,5,2,116
2822236,0,1,1,2,59,7,16,4,2,116
2822237,0,1,1,0,33,5,13,7,2,116
2822239,0,2,2,0,0,99,99,4,2,116
2822240,0,1,1,0,39,11,6,5,2,116
2822241,0,1,1,2,35,6,18,9,2,116
2822242,0,2,1,0,0,3,99,4,2,116
2822243,0,1,1,2,40,7,9,3,2,116
2822245,0,1,1,1,59,20,27,9,2,116
2822246,0,1,1,2,59,12,13,7,2,116
2822247,0,1,1,2,50,6,9,5,2,116
2822249,0,1,1,0,28,14,7,5,2,116
2822250,0,1,1,2,29,2,13,5,2,116
2822251,0,1,1,1,45,4,4,3,2,116
2822252,0,2,1,0,0,15,99,6,2,116
2822253,0,1,1,1,59,36,45,7,2,116
2822254,0,1,1,0,17,4,2,7,2,116
2822255,0,1,1,2,59,19,13,6,2,116
2822256,0,2,1,0,0,7,99,6,2,116
2822257,0,1,1,0,59,6,11,7,2,116
2822258,0,2,0,0,0,3,99,3,2,116
2822259,0,1,1,0,43,3,11,3,2,116
2822260,0,1,1,2,28,13,13,9,2,116
2822261,0,2,1,0,0,12,99,7,2,116
2822262,0,1,1,2,27,36,11,6,2,116
2822263,0,1,1,2,31,5,6,6,2,116
2822265,0,2,0,0,0,3,99,1,2,116
2822266,0,1,1,2,35,6,8,7,2,116
2822267,0,1,1,2,59,5,13,5,2,116
2822268,0,1,1,2,59,57,18,7,2,116
2822269,0,2,0,0,0,4,99,5,2,116
2822270,0,1,1,2,59,4,16,7,2,116
2822271,0,1,1,2,45,12,13,8,2,116
2822272,0,2,0,0,0,0,99,2,2,116
2822274,0,1,1,2,59,20,11,8,2,116
2822275,0,1,1,2,49,12,11,5,2,116
2822276,0,1,1,1,59,15,8,8,2,116
2822277,0,1,1,1,32,3,6,6,2,116
2822278,0,1,1,2,59,7,13,7,2,116
2822279,0,2,0,0,0,11,99,2,2,116
2822280,0,1,1,2,59,18,35,8,2,116
2822281,0,2,0,0,0,5,99,3,2,116
2822282,0,1,1,2,45,8,13,7,2,116
2822283,0,1,1,2,48,20,18,7,2,116
2822284,0,1,1,1,59,6,16,8,2,116
2822285,0,2,1,0,0,0,99,8,2,116
2822286,0,2,1,0,0,4,99,2,2,116
2822287,0,1,1,1,59,6,22,9,2,116
2822288,0,1,1,1,59,15,27,9,2,116
2822289,0,1,1,0,49,8,16,4,2,116
2822290,0,2,1,0,0,6,99,5,2,116
2822291,0,1,1,2,51,6,8,6,2,116
2822292,0,1,1,2,50,5,6,6,2,116
2822293,0,1,1,1,43,20,13,6,2,116
2822294,0,1,1,2,30,40,13,8,2,116
2822295,0,1,1,2,45,10,11,3,2,116
2822296,0,2,1,0,0,4,99,5,2,116
2822297,0,1,1,2,59,1,3,4,2,116
2822298,0,1,1,2,59,8,11,5,2,116
2822299,0,1,1,2,35,42,7,5,2,116
2822300,0,1,1,1,59,5,5,6,2,116
2822301,0,1,1,2,40,18,7,6,2,116
2822302,0,1,1,2,59,16,27,9,2,116
2822303,0,2,0,0,0,3,99,4,2,116
2822304,0,1,1,2,47,3,9,3,2,116
2822305,0,0,0,0,0,0,99,0,0,116
2822306,0,2,0,0,0,4,99,4,2,116
2822307,0,1,1,2,59,5,6,6,2,116
2822308,0,1,1,2,26,12,13,8,2,116
2822309,0,1,1,0,59,6,7,7,2,116
2822310,0,1,1,2,59,4,11,8,2,116
2822311,0,1,1,2,37,13,7,5,2,116
2822313,0,2,1,0,0,0,99,3,2,116
2822314,0,2,0,0,0,4,99,1,2,116
2822316,0,1,1,1,59,12,22,8,2,116
2822317,0,1,1,2,59,24,27,6,2,116
2822319,0,1,1,2,59,7,8,6,2,116
2822320,0,1,1,2,45,6,13,7,2,116
2822321,0,2,1,0,0,2,99,5,2,116
2822322,0,1,1,0,45,2,4,5,2,116
2822323,0,1,1,2,48,0,7,7,2,116
2822324,0,1,1,2,59,2,8,3,2,116
2822325,0,2,1,0,0,11,99,8,2,116
2822326,0,2,1,0,0,12,99,5,2,116
2822327,0,1,1,2,45,14,13,8,2,116
2822328,0,2,0,0,0,6,99,3,2,116
2822329,0,2,0,0,0,3,99,2,2,116
2822330,0,1,1,1,59,3,11,6,2,116
2822331,0,1,1,0,46,14,8,7,2,116
2822332,0,1,1,0,28,0,0,5,2,116
2822333,0,1,1,2,59,5,16,6,2,116
2822334,0,2,0,0,0,5,99,4,2,116
2822338,0,1,1,0,49,0,13,7,2,116
2822339,0,1,1,2,59,9,13,7,2,116
2822340,0,1,1,2,31,4,13,6,2,116
2822342,0,1,1,2,35,4,6,3,2,116
2822343,0,1,1,0,36,0,16,7,2,116
2822344,0,1,1,0,26,4,0,2,2,116
2822345,0,2,1,0,0,20,99,7,2,116
2822346,0,1,1,0,35,3,6,5,2,116
2822347,0,2,1,0,0,12,99,5,2,116
2822348,0,1,1,1,59,9,16,8,2,116
2822349,0,1,1,2,38,14,11,9,2,116
2822350,0,1,1,2,35,4,7,5,2,116
2822351,0,1,1,2,54,4,16,9,2,116
2822352,0,1,1,2,43,13,11,5,2,116
2822353,0,1,1,1,55,8,18,9,2,116
2822354,0,1,1,2,33,5,16,9,2,116
2822355,0,1,1,2,40,7,18,9,2,116
2822356,0,1,1,0,47,5,9,5,2,116
2822357,0,1,1,0,59,6,8,6,2,116
2822358,0,2,0,0,0,7,99,5,2,116
2822360,0,1,1,0,59,20,11,5,2,116
2822361,0,1,1,2,59,2,8,7,2,116
2822362,0,1,1,1,40,6,9,6,2,116
2822363,0,2,1,0,0,25,99,3,2,116
2822364,0,1,1,0,59,2,13,7,2,116
2822366,0,2,0,0,0,2,99,4,2,116
2822367,0,2,0,0,0,6,99,4,2,116
2822368,0,1,1,2,55,14,22,8,2,116
2822369,0,1,1,2,23,3,6,3,2,116
2822370,0,2,0,0,0,35,99,4,2,116
2822371,0,1,1,2,59,5,8,3,2,116
2822372,0,1,1,1,25,3,7,5,2,116
2822373,0,1,1,2,41,10,11,7,2,116
2822374,0,1,1,0,59,6,7,6,2,116
2822375,0,2,1,0,0,0,99,4,2,116
2822376,0,1,1,2,59,7,18,5,2,116
2822377,0,1,1,2,59,12,27,9,2,116
2822378,0,1,1,2,4,15,8,5,2,116
2822380,0,1,1,1,40,24,13,6,2,116
2822381,0,2,1,0,0,5,99,3,2,116
2822382,0,1,1,1,59,16,11,8,2,116
2822383,0,1,1,2,35,3,7,6,2,116
2822384,0,1,1,2,30,9,11,7,2,116
2822385,0,1,1,2,23,9,11,7,2,116
2822386,0,1,1,0,59,10,16,8,2,116
2822388,0,2,1,0,0,7,99,6,2,116
2822389,0,2,0,0,0,5,99,5,2,116
2822390,0,1,1,2,59,3,11,8,2,116
2822391,0,1,1,2,58,8,7,6,2,116
2822392,0,1,1,2,29,6,13,7,2,116
2822393,0,1,1,0,25,3,2,4,2,116
2822394,0,2,1,0,0,7,99,5,2,116
2822395,0,0,0,0,0,0,99,0,0,116
2822396,0,2,0,0,0,2,99,2,2,116
2822397,0,1,1,2,50,22,7,7,2,116
2822398,0,1,1,2,59,4,9,5,2,116
2822399,0,2,1,0,0,9,99,8,2,116
2822400,0,2,1,0,0,12,99,8,2,116
2822401,0,1,1,2,24,10,11,6,2,116
2822402,0,1,1,2,59,10,16,9,2,116
2822403,0,2,0,0,0,6,99,4,2,116
2822404,0,2,1,0,0,15,99,7,2,116
2822405,0,1,1,2,43,7,7,3,2,116
2822406,0,2,0,0,0,0,99,5,2,116
2822407,0,1,1,2,46,4,11,3,2,116
2822408,0,2,0,0,0,3,99,5,2,116
2822410,0,2,0,0,0,3,99,7,2,116
2822411,0,1,1,1,59,10,22,6,2,116
2822412,0,1,1,0,30,99,0,3,2,116
2822413,0,2,0,0,0,5,99,5,2,116
2822414,0,1,1,2,48,14,6,3,2,116
2822415,0,2,0,0,0,6,99,5,2,116
2822416,0,1,1,1,59,12,13,7,2,116
2822417,0,2,0,0,0,2,99,3,2,116
2822418,0,1,1,0,59,8,13,6,2,116
2822419,0,2,0,0,0,3,99,3,2,116
2822422,0,1,1,2,35,7,22,9,2,116
2822423,0,1,1,2,50,0,7,6,2,116
2822424,0,1,1,2,49,7,5,7,2,116
2822425,0,1,1,1,50,8,13,4,2,116
2822426,0,1,1,2,41,8,16,9,2,116
2822427,0,2,1,0,0,6,99,3,2,116
2822428,0,1,1,2,33,12,6,5,2,116
2822429,0,2,0,0,0,2,99,4,2,116
2822430,0,2,0,0,0,9,99,5,2,116
2822431,0,1,1,2,44,8,11,8,2,116
2822432,0,1,1,0,33,8,8,7,2,116
2822433,0,2,0,0,0,7,99,5,2,116
2822434,0,1,1,2,59,24,35,9,2,116
2822435,0,2,1,0,0,12,99,6,2,116
2822436,0,1,1,2,58,6,7,8,2,116
2822437,0,2,0,0,0,2,99,2,2,116
2822438,0,1,1,2,35,30,6,3,2,116
2822439,0,1,1,2,59,8,18,7,2,116
2822440,0,2,1,0,0,8,99,9,2,116
2822441,0,1,1,1,59,15,16,9,2,116
2822442,0,1,1,1,48,6,13,5,2,116
2822443,0,1,1,2,38,15,8,3,2,116
2822444,0,1,1,2,56,5,16,9,2,116
2822445,0,2,1,0,0,9,99,6,2,116
2822446,0,2,0,0,0,12,99,4,2,116
2822447,0,1,1,1,58,6,18,8,2,116
2822448,0,1,1,1,59,12,4,7,2,116
2822449,0,1,1,2,59,0,13,8,2,116
2822450,0,1,1,1,59,7,3,9,2,116
2822451,0,2,1,0,0,0,99,1,2,116
2822452,0,1,1,2,53,9,11,7,2,116
2822453,0,1,1,2,56,6,16,9,2,116
2822454,0,1,1,0,24,5,0,5,2,116
2822455,0,2,1,0,0,10,99,7,2,116
2822456,0,2,0,0,0,11,99,4,2,116
2822458,0,1,1,2,35,18,9,6,2,116
2822459,0,1,1,2,59,9,11,8,2,116
2822460,0,2,1,0,0,11,99,7,2,116
2822461,0,1,1,2,37,4,13,4,2,116
2822462,0,2,1,0,0,9,99,3,2,116
2822464,0,1,1,1,59,35,18,8,2,116
2822465,0,2,0,0,0,10,99,2,2,116
2822466,0,1,1,2,40,4,6,5,2,116
2822467,0,1,1,1,38,7,8,6,2,116
2822468,0,2,0,0,0,2,99,3,2,116
2822469,0,1,1,2,50,6,16,7,2,116
2822470,0,1,1,2,30,11,7,6,2,116
2822471,0,1,1,1,59,6,27,9,2,116
2822472,0,2,0,0,0,2,99,3,2,116
2822473,0,1,1,2,6,19,11,6,2,116
2822474,0,1,1,2,59,12,27,7,2,116
2822475,0,1,1,2,28,6,7,5,2,116
2822476,0,1,1,2,59,18,16,8,2,116
2822477,0,1,1,1,50,16,16,8,2,116
2822478,0,1,1,2,59,22,11,6,2,116
2822479,0,0,0,0,0,0,99,0,0,116
2822480,0,2,0,0,0,4,99,3,2,116
2822482,0,1,1,2,59,12,11,5,2,116
2822485,0,1,1,2,45,16,7,6,2,116
2822486,0,1,1,2,59,7,2,3,2,116
2822487,0,1,1,1,45,16,11,7,2,116
2822488,0,2,1,0,0,12,99,8,2,116
2822491,0,1,1,2,45,7,11,6,2,116
2822492,0,1,1,1,59,5,6,6,2,116
2822493,0,2,1,0,0,6,99,7,2,116
2822494,0,1,1,1,25,1,2,4,2,116
2822495,0,2,0,0,0,3,99,5,2,116
2822496,0,1,1,1,59,6,13,6,2,116
2822497,0,1,1,2,45,8,13,6,2,116
2822498,0,1,1,2,59,4,5,6,2,116
2822499,0,1,1,0,36,6,7,7,2,116
2822501,0,1,1,2,59,7,11,6,2,116
2822502,0,2,1,0,0,9,99,8,2,116
2822503,0,1,1,2,55,9,11,7,2,116
2822504,0,2,1,0,0,4,99,6,2,116
2822505,0,1,1,2,55,10,11,6,2,116
2822506,0,1,1,0,59,8,8,6,2,116
2822507,0,1,1,2,38,3,11,7,2,116
2822508,0,1,1,2,58,7,9,6,2,116
2822509,0,1,1,1,20,6,9,5,2,116
2822510,0,2,1,0,0,2,99,3,1,116
2822511,0,1,1,1,59,6,11,3,2,116
2822512,0,1,1,2,50,6,8,6,2,116
2822513,0,1,1,2,59,5,8,5,2,116
2822514,0,1,1,2,34,5,5,5,2,116
2822516,0,1,1,2,35,11,22,8,2,116
2822517,0,1,1,2,50,6,13,7,2,116
2822518,0,1,1,1,36,7,16,4,2,116
2822519,0,1,1,2,55,6,11,8,2,116
2822520,0,2,0,0,0,1,99,3,2,116
2822521,0,1,1,2,59,0,11,4,2,116
2822523,0,1,1,2,56,8,8,5,2,116
2822524,0,1,1,2,40,6,11,8,2,116
2822525,0,1,1,2,59,7,9,6,2,116
2822526,0,1,1,2,59,9,11,8,2,116
2822528,0,1,1,2,32,3,7,5,2,116
2822529,0,1,1,2,36,30,9,6,2,116
2822530,0,1,1,2,59,17,11,6,2,116
2822531,0,1,1,2,59,24,9,7,2,116
2822532,0,1,1,2,49,16,16,5,2,116
2822533,0,1,1,0,30,35,5,5,2,116
2822534,0,1,1,2,41,4,9,6,2,116
2822535,0,1,1,2,40,5,9,4,2,116
2822536,0,2,1,0,0,15,99,7,2,116
2822537,0,2,1,0,0,18,99,8,2,116
2822538,0,2,0,0,0,99,99,3,2,116
2822539,0,1,1,2,35,10,8,6,2,116
2822540,0,2,1,0,0,3,99,6,2,116
2822541,0,2,0,0,0,6,99,4,2,116
2822542,0,2,0,0,0,5,99,4,2,116
2822546,0,1,1,2,59,15,9,6,2,116
2822549,0,1,1,2,59,3,11,7,2,116
2822550,0,1,1,2,47,9,16,8,2,116
2822551,0,1,1,2,59,0,7,3,2,116
2822552,0,1,1,2,35,4,11,6,2,116
2822553,0,2,1,0,0,7,99,5,2,116
2822554,0,1,1,2,50,30,7,5,2,116
2822555,0,2,0,0,0,2,99,2,2,116
2822556,0,2,1,0,0,99,99,4,2,116
2822557,0,2,0,0,0,6,99,5,2,116
2822558,0,1,1,2,59,12,13,7,2,116
2822559,0,1,1,0,50,6,7,6,2,116
2822560,0,1,1,1,59,5,18,7,2,116
2822561,0,1,1,2,30,7,9,6,2,116
2822562,0,2,0,0,0,5,99,2,2,116
2822563,0,1,1,2,59,12,13,8,2,116
2822564,0,1,1,2,59,12,18,6,2,116
2822565,0,2,0,0,0,4,99,4,2,116
2822566,0,2,0,0,0,20,99,2,1,116
2822567,0,1,1,2,25,4,9,5,2,116
2822568,0,2,0,0,0,5,99,1,2,116
2822569,0,2,0,0,0,4,99,3,2,116
2822570,0,2,1,0,0,5,99,3,2,116
2822571,0,1,1,1,50,8,18,6,2,116
2822572,0,1,1,2,40,5,8,6,2,116
2822573,0,1,1,2,59,6,9,6,2,116
2822574,0,1,1,2,59,21,16,6,2,116
2822575,0,1,1,2,30,0,9,3,2,116
